ParticipantID,scenario,reliable_score,capable_score,ethical_score,sincere_score,scenario_num,push_reliable_score,push_capable_score,push_ethical_score,push_sincere_score,Push_Direction,name,value,measured_dimension,pushed_dimension,change_magnitude,PAS_sum,Knowledgeable,Experience_Rate,original_sample,scenario_order
111500,S,5.25,5.75,4.25,4.75,1,5.25,5,4.5,5.333333333333333,UP,delta_E,0.25,E,S,0.25,51,2,2,YES,third
111500,S,5.25,5.75,4.25,4.75,1,5.25,5,4.5,5.333333333333333,UP,delta_S,0.583333333333333,S,S,0.583333333333333,51,2,2,YES,third
111500,R,5.25,3.6666666666666665,4,4.75,2,6,5.25,5,5.25,UP,delta_C,1.5833333333333335,C,R,1.5833333333333335,51,2,2,YES,second
111500,R,5.25,3.6666666666666665,4,4.75,2,6,5.25,5,5.25,UP,delta_E,1,E,R,1,51,2,2,YES,second
111500,R,5.25,3.6666666666666665,4,4.75,2,6,5.25,5,5.25,UP,delta_S,0.5,S,R,0.5,51,2,2,YES,second
111500,C,5,4,5,5,4,5,4,4.666666666666667,4.25,UP,delta_R,0,R,C,0,51,2,2,YES,fourth
111500,C,5,4,5,5,4,5,4,4.666666666666667,4.25,UP,delta_C,0,C,C,0,51,2,2,YES,fourth
111500,C,5,4,5,5,4,5,4,4.666666666666667,4.25,UP,delta_E,-0.33333333333333304,E,C,0.33333333333333304,51,2,2,YES,fourth
111500,C,5,4,5,5,4,5,4,4.666666666666667,4.25,UP,delta_S,-0.75,S,C,0.75,51,2,2,YES,fourth
111500,R,5.25,3.6666666666666665,4,4.75,2,6,5.25,5,5.25,UP,delta_R,0.75,R,R,0.75,51,2,2,YES,second
116072,R,6.666666666666667,7,7,7,1,6,5.5,6.75,6.5,DOWN,delta_E,-0.25,E,R,0.25,103,5,7,YES,third
116072,R,6.666666666666667,7,7,7,1,6,5.5,6.75,6.5,DOWN,delta_C,-1.5,C,R,1.5,103,5,7,YES,third
116072,E,7,6.75,7,7,3,2.3333333333333335,5,0.25,1.3333333333333333,DOWN,delta_S,-5.666666666666667,S,E,5.666666666666667,103,5,7,YES,second
116072,E,7,6.75,7,7,3,2.3333333333333335,5,0.25,1.3333333333333333,DOWN,delta_E,-6.75,E,E,6.75,103,5,7,YES,second
116072,R,6.666666666666667,7,7,7,1,6,5.5,6.75,6.5,DOWN,delta_S,-0.5,S,R,0.5,103,5,7,YES,third
116072,R,6.666666666666667,7,7,7,1,6,5.5,6.75,6.5,DOWN,delta_R,-0.666666666666667,R,R,0.666666666666667,103,5,7,YES,third
116072,E,7,6.75,7,7,3,2.3333333333333335,5,0.25,1.3333333333333333,DOWN,delta_C,-1.75,C,E,1.75,103,5,7,YES,second
116072,E,7,6.75,7,7,3,2.3333333333333335,5,0.25,1.3333333333333333,DOWN,delta_R,-4.666666666666666,R,E,4.666666666666666,103,5,7,YES,second
139659,C,6.5,6.5,5.5,5.75,2,7,7,6,6,UP,delta_E,0.5,E,C,0.5,NA,7,7,YES,third
139659,R,5.75,6.25,5,5.75,4,7,6.75,5.5,5.5,UP,delta_C,0.5,C,R,0.5,NA,7,7,YES,second
139659,R,5.75,6.25,5,5.75,4,7,6.75,5.5,5.5,UP,delta_S,-0.25,S,R,0.25,NA,7,7,YES,second
139659,R,5.75,6.25,5,5.75,4,7,6.75,5.5,5.5,UP,delta_E,0.5,E,R,0.5,NA,7,7,YES,second
139659,C,6.5,6.5,5.5,5.75,2,7,7,6,6,UP,delta_R,0.5,R,C,0.5,NA,7,7,YES,third
139659,E,6.5,7,5.75,6.25,1,6,7,6,6.5,UP,delta_C,0,C,E,0,NA,7,7,YES,fourth
139659,C,6.5,6.5,5.5,5.75,2,7,7,6,6,UP,delta_S,0.25,S,C,0.25,NA,7,7,YES,third
139659,E,6.5,7,5.75,6.25,1,6,7,6,6.5,UP,delta_S,0.25,S,E,0.25,NA,7,7,YES,fourth
139659,C,6.5,6.5,5.5,5.75,2,7,7,6,6,UP,delta_C,0.5,C,C,0.5,NA,7,7,YES,third
139659,E,6.5,7,5.75,6.25,1,6,7,6,6.5,UP,delta_E,0.25,E,E,0.25,NA,7,7,YES,fourth
139659,R,5.75,6.25,5,5.75,4,7,6.75,5.5,5.5,UP,delta_R,1.25,R,R,1.25,NA,7,7,YES,second
139659,E,6.5,7,5.75,6.25,1,6,7,6,6.5,UP,delta_R,-0.5,R,E,0.5,NA,7,7,YES,fourth
148044,R,7,6.75,7,6.666666666666667,2,2.5,3.75,4,3.6666666666666665,DOWN,delta_E,-3,E,R,3,NA,5,4,NO,second
148044,R,7,6.75,7,6.666666666666667,2,2.5,3.75,4,3.6666666666666665,DOWN,delta_R,-4.5,R,R,4.5,NA,5,4,NO,second
148044,R,7,6.75,7,6.666666666666667,2,2.5,3.75,4,3.6666666666666665,DOWN,delta_S,-3.0000000000000004,S,R,3.0000000000000004,NA,5,4,NO,second
148044,R,7,6.75,7,6.666666666666667,2,2.5,3.75,4,3.6666666666666665,DOWN,delta_C,-3,C,R,3,NA,5,4,NO,second
152434,E,6,4.5,5.25,5.75,2,6,5.75,5.5,6,DOWN,delta_C,1.25,C,E,1.25,102,4,2,YES,first
152434,S,7,6.5,6.666666666666667,6.333333333333333,4,6.666666666666667,6.25,6.25,7,DOWN,delta_C,-0.25,C,S,0.25,102,4,2,YES,second
152434,C,5.75,6.75,6.25,6.333333333333333,1,3.75,3.75,4.666666666666667,4.333333333333333,DOWN,delta_C,-3,C,C,3,102,4,2,YES,fourth
152434,C,5.75,6.75,6.25,6.333333333333333,1,3.75,3.75,4.666666666666667,4.333333333333333,DOWN,delta_R,-2,R,C,2,102,4,2,YES,fourth
152434,R,6.75,6.75,6.333333333333333,6.5,3,6,6.5,5.5,6.333333333333333,DOWN,delta_E,-0.833333333333333,E,R,0.833333333333333,102,4,2,YES,third
152434,S,7,6.5,6.666666666666667,6.333333333333333,4,6.666666666666667,6.25,6.25,7,DOWN,delta_E,-0.41666666666666696,E,S,0.41666666666666696,102,4,2,YES,second
152434,E,6,4.5,5.25,5.75,2,6,5.75,5.5,6,DOWN,delta_E,0.25,E,E,0.25,102,4,2,YES,first
152434,E,6,4.5,5.25,5.75,2,6,5.75,5.5,6,DOWN,delta_S,0.25,S,E,0.25,102,4,2,YES,first
152434,S,7,6.5,6.666666666666667,6.333333333333333,4,6.666666666666667,6.25,6.25,7,DOWN,delta_S,0.666666666666667,S,S,0.666666666666667,102,4,2,YES,second
152434,S,7,6.5,6.666666666666667,6.333333333333333,4,6.666666666666667,6.25,6.25,7,DOWN,delta_R,-0.33333333333333304,R,S,0.33333333333333304,102,4,2,YES,second
152434,C,5.75,6.75,6.25,6.333333333333333,1,3.75,3.75,4.666666666666667,4.333333333333333,DOWN,delta_E,-1.583333333333333,E,C,1.583333333333333,102,4,2,YES,fourth
152434,C,5.75,6.75,6.25,6.333333333333333,1,3.75,3.75,4.666666666666667,4.333333333333333,DOWN,delta_S,-2,S,C,2,102,4,2,YES,fourth
152434,R,6.75,6.75,6.333333333333333,6.5,3,6,6.5,5.5,6.333333333333333,DOWN,delta_S,-0.16666666666666696,S,R,0.16666666666666696,102,4,2,YES,third
152434,R,6.75,6.75,6.333333333333333,6.5,3,6,6.5,5.5,6.333333333333333,DOWN,delta_R,-0.75,R,R,0.75,102,4,2,YES,third
152434,R,6.75,6.75,6.333333333333333,6.5,3,6,6.5,5.5,6.333333333333333,DOWN,delta_C,-0.25,C,R,0.25,102,4,2,YES,third
152434,E,6,4.5,5.25,5.75,2,6,5.75,5.5,6,DOWN,delta_R,0,R,E,0,102,4,2,YES,first
159652,S,5.75,6,6,5,4,7,7,6.666666666666667,6,DOWN,delta_C,1,C,S,1,NA,7,5,NO,third
159652,E,6.25,6,6,5,2,5.75,6,6,5.5,DOWN,delta_R,-0.5,R,E,0.5,NA,7,5,NO,fourth
159652,S,5.75,6,6,5,4,7,7,6.666666666666667,6,DOWN,delta_R,1.25,R,S,1.25,NA,7,5,NO,third
159652,R,6,4.75,5,0,3,5.5,5.666666666666667,3,0,DOWN,delta_S,0,S,R,0,NA,7,5,NO,first
159652,R,6,4.75,5,0,3,5.5,5.666666666666667,3,0,DOWN,delta_C,0.916666666666667,C,R,0.916666666666667,NA,7,5,NO,first
159652,E,6.25,6,6,5,2,5.75,6,6,5.5,DOWN,delta_C,0,C,E,0,NA,7,5,NO,fourth
159652,R,6,4.75,5,0,3,5.5,5.666666666666667,3,0,DOWN,delta_R,-0.5,R,R,0.5,NA,7,5,NO,first
159652,R,6,4.75,5,0,3,5.5,5.666666666666667,3,0,DOWN,delta_E,-2,E,R,2,NA,7,5,NO,first
159652,E,6.25,6,6,5,2,5.75,6,6,5.5,DOWN,delta_S,0.5,S,E,0.5,NA,7,5,NO,fourth
159652,E,6.25,6,6,5,2,5.75,6,6,5.5,DOWN,delta_E,0,E,E,0,NA,7,5,NO,fourth
159652,S,5.75,6,6,5,4,7,7,6.666666666666667,6,DOWN,delta_S,1,S,S,1,NA,7,5,NO,third
159652,S,5.75,6,6,5,4,7,7,6.666666666666667,6,DOWN,delta_E,0.666666666666667,E,S,0.666666666666667,NA,7,5,NO,third
167540,C,4.75,4.75,5,5,1,5.25,5.5,6,5,UP,delta_C,0.75,C,C,0.75,54,1,0,YES,third
167540,R,5.75,6,6,5.5,3,6.75,7,7,7,UP,delta_S,1.5,S,R,1.5,54,1,0,YES,first
167540,R,5.75,6,6,5.5,3,6.75,7,7,7,UP,delta_C,1,C,R,1,54,1,0,YES,first
167540,S,5.75,5.666666666666667,6,6,4,7,6.75,7,6.666666666666667,UP,delta_S,0.666666666666667,S,S,0.666666666666667,54,1,0,YES,fourth
167540,E,6.75,6.75,7,7,2,6.75,7,6.666666666666667,7,UP,delta_C,0.25,C,E,0.25,54,1,0,YES,second
167540,R,5.75,6,6,5.5,3,6.75,7,7,7,UP,delta_R,1,R,R,1,54,1,0,YES,first
167540,E,6.75,6.75,7,7,2,6.75,7,6.666666666666667,7,UP,delta_R,0,R,E,0,54,1,0,YES,second
167540,R,5.75,6,6,5.5,3,6.75,7,7,7,UP,delta_E,1,E,R,1,54,1,0,YES,first
167540,S,5.75,5.666666666666667,6,6,4,7,6.75,7,6.666666666666667,UP,delta_E,1,E,S,1,54,1,0,YES,fourth
167540,C,4.75,4.75,5,5,1,5.25,5.5,6,5,UP,delta_R,0.5,R,C,0.5,54,1,0,YES,third
167540,E,6.75,6.75,7,7,2,6.75,7,6.666666666666667,7,UP,delta_E,-0.33333333333333304,E,E,0.33333333333333304,54,1,0,YES,second
167540,S,5.75,5.666666666666667,6,6,4,7,6.75,7,6.666666666666667,UP,delta_C,1.083333333333333,C,S,1.083333333333333,54,1,0,YES,fourth
167540,E,6.75,6.75,7,7,2,6.75,7,6.666666666666667,7,UP,delta_S,0,S,E,0,54,1,0,YES,second
167540,S,5.75,5.666666666666667,6,6,4,7,6.75,7,6.666666666666667,UP,delta_R,1.25,R,S,1.25,54,1,0,YES,fourth
167540,C,4.75,4.75,5,5,1,5.25,5.5,6,5,UP,delta_E,1,E,C,1,54,1,0,YES,third
167540,C,4.75,4.75,5,5,1,5.25,5.5,6,5,UP,delta_S,0,S,C,0,54,1,0,YES,third
167575,R,6.25,6.5,6,6,3,4.5,5,5.25,4.75,DOWN,delta_C,-1.5,C,R,1.5,100,4,4,NO,third
167575,R,6.25,6.5,6,6,3,4.5,5,5.25,4.75,DOWN,delta_S,-1.25,S,R,1.25,100,4,4,NO,third
167575,R,6.25,6.5,6,6,3,4.5,5,5.25,4.75,DOWN,delta_E,-0.75,E,R,0.75,100,4,4,NO,third
167575,R,6.25,6.5,6,6,3,4.5,5,5.25,4.75,DOWN,delta_R,-1.75,R,R,1.75,100,4,4,NO,third
167575,S,5.75,6,6.5,6,2,5.5,4,3.5,3.5,DOWN,delta_R,-0.25,R,S,0.25,100,4,4,NO,first
167575,E,5.25,5.25,5.5,5,4,5,5,5.25,5,DOWN,delta_S,0,S,E,0,100,4,4,NO,second
167575,S,5.75,6,6.5,6,2,5.5,4,3.5,3.5,DOWN,delta_C,-2,C,S,2,100,4,4,NO,first
167575,S,5.75,6,6.5,6,2,5.5,4,3.5,3.5,DOWN,delta_S,-2.5,S,S,2.5,100,4,4,NO,first
167575,E,5.25,5.25,5.5,5,4,5,5,5.25,5,DOWN,delta_C,-0.25,C,E,0.25,100,4,4,NO,second
167575,S,5.75,6,6.5,6,2,5.5,4,3.5,3.5,DOWN,delta_E,-3,E,S,3,100,4,4,NO,first
167575,E,5.25,5.25,5.5,5,4,5,5,5.25,5,DOWN,delta_E,-0.25,E,E,0.25,100,4,4,NO,second
167575,E,5.25,5.25,5.5,5,4,5,5,5.25,5,DOWN,delta_R,-0.25,R,E,0.25,100,4,4,NO,second
174320,S,5.75,6,5.75,5.75,2,3.75,4,4.25,4,DOWN,delta_C,-2,C,S,2,73,3,2,YES,third
174320,C,5.5,6.25,6.25,6,3,3.25,2.25,3,3.25,DOWN,delta_R,-2.25,R,C,2.25,73,3,2,YES,fourth
174320,S,5.75,6,5.75,5.75,2,3.75,4,4.25,4,DOWN,delta_S,-1.75,S,S,1.75,73,3,2,YES,third
174320,C,5.5,6.25,6.25,6,3,3.25,2.25,3,3.25,DOWN,delta_E,-3.25,E,C,3.25,73,3,2,YES,fourth
174320,R,6,6.25,5.5,6,4,3,3.75,3.75,4,DOWN,delta_C,-2.5,C,R,2.5,73,3,2,YES,first
174320,E,5,4.75,5,5.5,1,1.5,2,1.75,2,DOWN,delta_C,-2.75,C,E,2.75,73,3,2,YES,second
174320,S,5.75,6,5.75,5.75,2,3.75,4,4.25,4,DOWN,delta_E,-1.5,E,S,1.5,73,3,2,YES,third
174320,R,6,6.25,5.5,6,4,3,3.75,3.75,4,DOWN,delta_R,-3,R,R,3,73,3,2,YES,first
174320,C,5.5,6.25,6.25,6,3,3.25,2.25,3,3.25,DOWN,delta_C,-4,C,C,4,73,3,2,YES,fourth
174320,R,6,6.25,5.5,6,4,3,3.75,3.75,4,DOWN,delta_E,-1.75,E,R,1.75,73,3,2,YES,first
174320,E,5,4.75,5,5.5,1,1.5,2,1.75,2,DOWN,delta_E,-3.25,E,E,3.25,73,3,2,YES,second
174320,S,5.75,6,5.75,5.75,2,3.75,4,4.25,4,DOWN,delta_R,-2,R,S,2,73,3,2,YES,third
174320,C,5.5,6.25,6.25,6,3,3.25,2.25,3,3.25,DOWN,delta_S,-2.75,S,C,2.75,73,3,2,YES,fourth
174320,R,6,6.25,5.5,6,4,3,3.75,3.75,4,DOWN,delta_S,-2,S,R,2,73,3,2,YES,first
174320,E,5,4.75,5,5.5,1,1.5,2,1.75,2,DOWN,delta_R,-3.5,R,E,3.5,73,3,2,YES,second
174320,E,5,4.75,5,5.5,1,1.5,2,1.75,2,DOWN,delta_S,-3.5,S,E,3.5,73,3,2,YES,second
177160,E,6.333333333333333,5.5,5.5,5.25,1,6.333333333333333,5.75,5,5.75,UP,delta_C,0.25,C,E,0.25,112,5,6,YES,fourth
177160,E,6.333333333333333,5.5,5.5,5.25,1,6.333333333333333,5.75,5,5.75,UP,delta_E,-0.5,E,E,0.5,112,5,6,YES,fourth
177160,E,6.333333333333333,5.5,5.5,5.25,1,6.333333333333333,5.75,5,5.75,UP,delta_R,0,R,E,0,112,5,6,YES,fourth
177160,E,6.333333333333333,5.5,5.5,5.25,1,6.333333333333333,5.75,5,5.75,UP,delta_S,0.5,S,E,0.5,112,5,6,YES,fourth
187629,C,7,7,7,7,1,5,5,5,4.666666666666667,DOWN,delta_R,-2,R,C,2,116,2,4,YES,fourth
187629,C,7,7,7,7,1,5,5,5,4.666666666666667,DOWN,delta_C,-2,C,C,2,116,2,4,YES,fourth
187629,C,7,7,7,7,1,5,5,5,4.666666666666667,DOWN,delta_S,-2.333333333333333,S,C,2.333333333333333,116,2,4,YES,fourth
187629,C,7,7,7,7,1,5,5,5,4.666666666666667,DOWN,delta_E,-2,E,C,2,116,2,4,YES,fourth
189357,R,4.75,3.75,3.5,4.5,4,6,4,3.75,4,UP,delta_S,-0.5,S,R,0.5,39,4,5,YES,fourth
189357,C,5,5,3,2.5,1,6,6,3.75,2.5,UP,delta_E,0.75,E,C,0.75,39,4,5,YES,third
189357,R,4.75,3.75,3.5,4.5,4,6,4,3.75,4,UP,delta_E,0.25,E,R,0.25,39,4,5,YES,fourth
189357,R,4.75,3.75,3.5,4.5,4,6,4,3.75,4,UP,delta_C,0.25,C,R,0.25,39,4,5,YES,fourth
189357,R,4.75,3.75,3.5,4.5,4,6,4,3.75,4,UP,delta_R,1.25,R,R,1.25,39,4,5,YES,fourth
189357,C,5,5,3,2.5,1,6,6,3.75,2.5,UP,delta_C,1,C,C,1,39,4,5,YES,third
189357,C,5,5,3,2.5,1,6,6,3.75,2.5,UP,delta_S,0,S,C,0,39,4,5,YES,third
189357,E,6,6,3.75,2.75,3,6.5,6.5,4,2.75,UP,delta_S,0,S,E,0,39,4,5,YES,second
189357,C,5,5,3,2.5,1,6,6,3.75,2.5,UP,delta_R,1,R,C,1,39,4,5,YES,third
189357,E,6,6,3.75,2.75,3,6.5,6.5,4,2.75,UP,delta_E,0.25,E,E,0.25,39,4,5,YES,second
189357,E,6,6,3.75,2.75,3,6.5,6.5,4,2.75,UP,delta_C,0.5,C,E,0.5,39,4,5,YES,second
189357,E,6,6,3.75,2.75,3,6.5,6.5,4,2.75,UP,delta_R,0.5,R,E,0.5,39,4,5,YES,second
191754,R,6.75,7,7,6,4,7,7,7,6.75,UP,delta_C,0,C,R,0,110,7,7,YES,first
191754,C,6.5,6.75,7,6.666666666666667,1,7,7,7,7,UP,delta_E,0,E,C,0,110,7,7,YES,second
191754,C,6.5,6.75,7,6.666666666666667,1,7,7,7,7,UP,delta_C,0.25,C,C,0.25,110,7,7,YES,second
191754,S,7,7,7,7,3,7,7,7,7,UP,delta_R,0,R,S,0,110,7,7,YES,fourth
191754,C,6.5,6.75,7,6.666666666666667,1,7,7,7,7,UP,delta_R,0.5,R,C,0.5,110,7,7,YES,second
191754,R,6.75,7,7,6,4,7,7,7,6.75,UP,delta_R,0.25,R,R,0.25,110,7,7,YES,first
191754,R,6.75,7,7,6,4,7,7,7,6.75,UP,delta_E,0,E,R,0,110,7,7,YES,first
191754,C,6.5,6.75,7,6.666666666666667,1,7,7,7,7,UP,delta_S,0.33333333333333304,S,C,0.33333333333333304,110,7,7,YES,second
191754,S,7,7,7,7,3,7,7,7,7,UP,delta_E,0,E,S,0,110,7,7,YES,fourth
191754,E,6.25,6,6,6.25,2,7,7,7,7,UP,delta_R,0.75,R,E,0.75,110,7,7,YES,third
191754,E,6.25,6,6,6.25,2,7,7,7,7,UP,delta_C,1,C,E,1,110,7,7,YES,third
191754,E,6.25,6,6,6.25,2,7,7,7,7,UP,delta_E,1,E,E,1,110,7,7,YES,third
191754,S,7,7,7,7,3,7,7,7,7,UP,delta_C,0,C,S,0,110,7,7,YES,fourth
191754,S,7,7,7,7,3,7,7,7,7,UP,delta_S,0,S,S,0,110,7,7,YES,fourth
191754,E,6.25,6,6,6.25,2,7,7,7,7,UP,delta_S,0.75,S,E,0.75,110,7,7,YES,third
191754,R,6.75,7,7,6,4,7,7,7,6.75,UP,delta_S,0.75,S,R,0.75,110,7,7,YES,first
192385,S,7,7,7,7,1,0,0.25,0,0.5,DOWN,delta_S,-6.5,S,S,6.5,NA,7,7,YES,first
192385,E,7,7,7,7,2,3,2.5,2.5,3,DOWN,delta_S,-4,S,E,4,NA,7,7,YES,second
192385,R,7,7,7,7,4,5,5,5,5,DOWN,delta_C,-2,C,R,2,NA,7,7,YES,third
192385,R,7,7,7,7,4,5,5,5,5,DOWN,delta_S,-2,S,R,2,NA,7,7,YES,third
192385,R,7,7,7,7,4,5,5,5,5,DOWN,delta_R,-2,R,R,2,NA,7,7,YES,third
192385,S,7,7,7,7,1,0,0.25,0,0.5,DOWN,delta_E,-7,E,S,7,NA,7,7,YES,first
192385,R,7,7,7,7,4,5,5,5,5,DOWN,delta_E,-2,E,R,2,NA,7,7,YES,third
192385,S,7,7,7,7,1,0,0.25,0,0.5,DOWN,delta_R,-7,R,S,7,NA,7,7,YES,first
192385,S,7,7,7,7,1,0,0.25,0,0.5,DOWN,delta_C,-6.75,C,S,6.75,NA,7,7,YES,first
192385,E,7,7,7,7,2,3,2.5,2.5,3,DOWN,delta_E,-4.5,E,E,4.5,NA,7,7,YES,second
192385,E,7,7,7,7,2,3,2.5,2.5,3,DOWN,delta_R,-4,R,E,4,NA,7,7,YES,second
192385,E,7,7,7,7,2,3,2.5,2.5,3,DOWN,delta_C,-4.5,C,E,4.5,NA,7,7,YES,second
194359,S,7,6.5,7,7,4,7,7,7,7,DOWN,delta_S,0,S,S,0,106,6,4,YES,third
194359,R,6.25,5.5,6.75,6.75,2,4.25,4.25,6,5.5,DOWN,delta_C,-1.25,C,R,1.25,106,6,4,YES,fourth
194359,E,6.75,6.75,6.25,6.5,3,2.75,3.75,4.5,2.75,DOWN,delta_R,-4,R,E,4,106,6,4,YES,second
194359,R,6.25,5.5,6.75,6.75,2,4.25,4.25,6,5.5,DOWN,delta_R,-2,R,R,2,106,6,4,YES,fourth
194359,C,6.75,6.666666666666667,5.5,5.25,1,2,2.6666666666666665,3,5,DOWN,delta_R,-4.75,R,C,4.75,106,6,4,YES,first
194359,S,7,6.5,7,7,4,7,7,7,7,DOWN,delta_E,0,E,S,0,106,6,4,YES,third
194359,E,6.75,6.75,6.25,6.5,3,2.75,3.75,4.5,2.75,DOWN,delta_E,-1.75,E,E,1.75,106,6,4,YES,second
194359,R,6.25,5.5,6.75,6.75,2,4.25,4.25,6,5.5,DOWN,delta_E,-0.75,E,R,0.75,106,6,4,YES,fourth
194359,R,6.25,5.5,6.75,6.75,2,4.25,4.25,6,5.5,DOWN,delta_S,-1.25,S,R,1.25,106,6,4,YES,fourth
194359,E,6.75,6.75,6.25,6.5,3,2.75,3.75,4.5,2.75,DOWN,delta_C,-3,C,E,3,106,6,4,YES,second
194359,S,7,6.5,7,7,4,7,7,7,7,DOWN,delta_C,0.5,C,S,0.5,106,6,4,YES,third
194359,S,7,6.5,7,7,4,7,7,7,7,DOWN,delta_R,0,R,S,0,106,6,4,YES,third
194359,C,6.75,6.666666666666667,5.5,5.25,1,2,2.6666666666666665,3,5,DOWN,delta_E,-2.5,E,C,2.5,106,6,4,YES,first
194359,E,6.75,6.75,6.25,6.5,3,2.75,3.75,4.5,2.75,DOWN,delta_S,-3.75,S,E,3.75,106,6,4,YES,second
194359,C,6.75,6.666666666666667,5.5,5.25,1,2,2.6666666666666665,3,5,DOWN,delta_C,-4,C,C,4,106,6,4,YES,first
194359,C,6.75,6.666666666666667,5.5,5.25,1,2,2.6666666666666665,3,5,DOWN,delta_S,-0.25,S,C,0.25,106,6,4,YES,first
202917,S,6.75,7,7,6.5,2,6.25,7,6.75,7,UP,delta_S,0.5,S,S,0.5,114,7,7,YES,first
202917,E,7,7,7,6.75,4,6.25,7,7,7,UP,delta_R,-0.75,R,E,0.75,114,7,7,YES,second
202917,R,6.5,7,7,7,1,6.5,7,7,7,UP,delta_E,0,E,R,0,114,7,7,YES,third
202917,E,7,7,7,6.75,4,6.25,7,7,7,UP,delta_C,0,C,E,0,114,7,7,YES,second
202917,C,6.25,7,7,7,3,6.25,7,7,7,UP,delta_C,0,C,C,0,114,7,7,YES,fourth
202917,R,6.5,7,7,7,1,6.5,7,7,7,UP,delta_R,0,R,R,0,114,7,7,YES,third
202917,S,6.75,7,7,6.5,2,6.25,7,6.75,7,UP,delta_C,0,C,S,0,114,7,7,YES,first
202917,C,6.25,7,7,7,3,6.25,7,7,7,UP,delta_E,0,E,C,0,114,7,7,YES,fourth
202917,S,6.75,7,7,6.5,2,6.25,7,6.75,7,UP,delta_R,-0.5,R,S,0.5,114,7,7,YES,first
202917,S,6.75,7,7,6.5,2,6.25,7,6.75,7,UP,delta_E,-0.25,E,S,0.25,114,7,7,YES,first
202917,E,7,7,7,6.75,4,6.25,7,7,7,UP,delta_E,0,E,E,0,114,7,7,YES,second
202917,C,6.25,7,7,7,3,6.25,7,7,7,UP,delta_S,0,S,C,0,114,7,7,YES,fourth
202917,E,7,7,7,6.75,4,6.25,7,7,7,UP,delta_S,0.25,S,E,0.25,114,7,7,YES,second
202917,R,6.5,7,7,7,1,6.5,7,7,7,UP,delta_C,0,C,R,0,114,7,7,YES,third
202917,C,6.25,7,7,7,3,6.25,7,7,7,UP,delta_R,0,R,C,0,114,7,7,YES,fourth
202917,R,6.5,7,7,7,1,6.5,7,7,7,UP,delta_S,0,S,R,0,114,7,7,YES,third
221970,E,5.75,6.75,7,7,3,6,6.5,7,6.666666666666667,DOWN,delta_R,0.25,R,E,0.25,111,5,7,YES,first
221970,S,6.5,6.5,6.666666666666667,7,4,6.25,7,7,6.75,DOWN,delta_R,-0.25,R,S,0.25,111,5,7,YES,second
221970,E,5.75,6.75,7,7,3,6,6.5,7,6.666666666666667,DOWN,delta_E,0,E,E,0,111,5,7,YES,first
221970,E,5.75,6.75,7,7,3,6,6.5,7,6.666666666666667,DOWN,delta_C,-0.25,C,E,0.25,111,5,7,YES,first
221970,E,5.75,6.75,7,7,3,6,6.5,7,6.666666666666667,DOWN,delta_S,-0.33333333333333304,S,E,0.33333333333333304,111,5,7,YES,first
221970,C,6,6.5,6,6,2,3.5,3.75,4.5,5,DOWN,delta_R,-2.5,R,C,2.5,111,5,7,YES,third
221970,S,6.5,6.5,6.666666666666667,7,4,6.25,7,7,6.75,DOWN,delta_S,-0.25,S,S,0.25,111,5,7,YES,second
