StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,BOT_Answer,BASE_1T_Reliable,BASE_1T_Competent,BASE_1T_Ethical,BASE_1T_Transparent,BASE_1T_Benevolent,BASE_1T_Dependable,BASE_1T_Skilled,BASE_1T_Principled,BASE_1T_Genuine,BASE_1T_Kind,BASE_1T_Consistent,BASE_1T_Capable,BASE_1T_Moral,BASE_1T_Authentic,BASE_1T_Considerate,BASE_ATTENTION_1,PUSH_RATE_T_Reliable,PUSH_RATE_T_Competent,PUSH_RATE_T_Ethical,PUSH_RATE_T_Transparent,PUSH_RATE_T_Benevolent,PUSH_RATE_T_Dependable,PUSH_RATE_T_Skilled,PUSH_RATE_T_Principled,PUSH_RATE_T_Genuine,PUSH_RATE_T_Kind,PUSH_RATE_T_Consistent,PUSH_RATE_T_Capable,PUSH_RATE_T_Moral,PUSH_RATE_T_Authentic,PUSH_RATE_T_Considerate,PUSH_ATTENTION_1,PUSH_ATTENTION_2,PUSH_ATTENTION_3,PUSH_ATTENTION_4,PUSH_ATTENTION_5,BASE_2B_Reliable,BASE_2B_Competent,BASE_2B_Ethical,BASE_2B_Transparent,BASE_2B_Benevolent,BASE_2B_Dependable,BASE_2B_Skilled,BASE_2B_Principled,BASE_2B_Genuine,BASE_2B_Kind,BASE_2B_Consistent,BASE_2B_Capable,BASE_2B_Moral,BASE_2B_Authentic,BASE_2B_Considerate,BASE_3B_Reliable,BASE_3B_Competent,BASE_3B_Ethical,BASE_3B_Transparent,BASE_3B_Benevolent,BASE_3B_Dependable,BASE_3B_Skilled,BASE_3B_Principled,BASE_3B_Genuine,BASE_3B_Kind,BASE_3B_Consistent,BASE_3B_Capable,BASE_3B_Moral,BASE_3B_Authentic,BASE_3B_Considerate,BASE_4B_Reliable,BASE_4B_Competent,BASE_4B_Ethical,BASE_4B_Transparent,BASE_4B_Benevolent,BASE_4B_Dependable,BASE_4B_Skilled,BASE_4B_Principled,BASE_4B_Genuine,BASE_4B_Kind,BASE_4B_Consistent,BASE_4B_Capable,BASE_4B_Moral,BASE_4B_Authentic,BASE_4B_Considerate,BASE_5B_Reliable,BASE_5B_Competent,BASE_5B_Ethical,BASE_5B_Transparent,BASE_5B_Benevolent,BASE_5B_Dependable,BASE_5B_Skilled,BASE_5B_Principled,BASE_5B_Genuine,BASE_5B_Kind,BASE_5B_Consistent,BASE_5B_Capable,BASE_5B_Moral,BASE_5B_Authentic,BASE_5B_Considerate,BASE_ATTENTION_2,BASE_ATTENTION_3,BASE_ATTENTION_4,BASE_ATTENTION_5,PUSH_RATE_B_Reliable,PUSH_RATE_B_Competent,PUSH_RATE_B_Ethical,PUSH_RATE_B_Transparent,PUSH_RATE_B_Benevolent,PUSH_RATE_B_Dependable,PUSH_RATE_B_Skilled,PUSH_RATE_B_Principled,PUSH_RATE_B_Genuine,PUSH_RATE_B_Kind,PUSH_RATE_B_Consistent,PUSH_RATE_B_Capable,PUSH_RATE_B_Moral,PUSH_RATE_B_Authentic,PUSH_RATE_B_Considerate,BASE_2R_Reliable,BASE_2R_Competent,BASE_2R_Ethical,BASE_2R_Transparent,BASE_2R_Benevlont,BASE_2R_Dependable,BASE_2R_Skilled,BASE_2R_Principled,BASE_2R_Genuine,BASE_2R_Kind,BASE_2R_Consistent,BASE_2R_Capable,BASE_2R_Moral,BASE_2R_Authentic,BASE_2R_Considerate,BASE_3R_Reliable,BASE_3R_Competent,BASE_3R_Ethical,BASE_3R_Transparent,BASE_3R_Benevolent,BASE_3R_Dependable,BASE_3R_Skilled,BASE_3R_Principled,BASE_3R_Genuine,BASE_3R_Kind,BASE_3R_Consistent,BASE_3R_Capable,BASE_3R_Moral,BASE_3R_Authentic,BASE_3R_Considerate,BASE_4R_Reliable,BASE_4R_Competent,BASE_4R_Ethical,BASE_4R_Transparent,BASE_4R_Benevolent,BASE_4R_Dependable,BASE_4R_Skilled,BASE_4R_Principled,BASE_4R_Genuine,BASE_4R_Kind,BASE_4R_Consistent,BASE_4R_Capable,BASE_4R_Moral,BASE_4R_Authentic,BASE_4R_Considerate,BASE_5R_Reliable,BASE_5R_Competent,BASE_5R_Ethical,BASE_5R_Transparent,BASE_5R_Benevolent,BASE_5R_Dependable,BASE_5R_Skilled,BASE_5R_Principled,BASE_5R_Genuine,BASE_5R_Kind,BASE_5R_Consistent,BASE_5R_Capable,BASE_5R_Moral,BASE_5R_Authentic,BASE_5R_Considerate,PUSH_R_RATE_Reliable,PUSH_RATE_R_Competent,PUSH_RATE_R_Ethical,PUSH_RATE_R_Transparent,PUSH_RATE_R_Benevolent,PUSH_RATE_R_Dependable,PUSH_RATE_R_Skilled,PUSH_RATE_R_Principled,PUSH_RATE_R_Genuine,PUSH_RATE_R_Kind,PUSH_RATE_R_Consistent,PUSH_RATE_R_Capable,PUSH_RATE_R_Moral,PUSH_RATE_R_Authentic,PUSH_RATE_R_Considerate,BASE_2E_Reliable,BASE_2E_Competent,BASE_2E_Ethical,BASE_2E_Transparent,BASE_2E_Benevolent,BASE_2E_Dependable,BASE_2E_Skilled,BASE_2E_Principled,BASE_2E_Genuine,BASE_2E_Kind,BASE_2E_Consistent,BASE_2E_Capable,BASE_2E_Moral,BASE_2E_Authentic,BASE_2E_Considerate,BASE_3E_Reliable,BASE_3E_Competent,BASE_3E_Ethical,BASE_3E_Transparent,BASE_3E_Benevolent,BASE_3E_Dependable,BASE_3E_Skilled,BASE_3E_Principled,BASE_3E_Genuine,BASE_3E_Kind,BASE_3E_Consistent,BASE_3E_Capable,BASE_3E_Moral,BASE_3E_Authentic,BASE_3E_Considerate,BASE_4E_Reliable,BASE_4E_Competent,BASE_4E_Ethical,BASE_4E_Transparent,BASE_4E_Benevolent,BASE_4E_Dependable,BASE_4E_Skilled,BASE_4E_Principled,BASE_4E_Genuine,BASE_4E_Kind,BASE_4E_Consistent,BASE_4E_Capable,BASE_4E_Moral,BASE_4E_Authentic,BASE_4E_Considerate,BASE_5E_Reliable,BASE_5E_Competent,BASE_5E_Ethical,BASE_5E_Transparent,BASE_5E_Benevolent,BASE_5E_Dependable,BASE_5E_Skilled,BASE_5E_Principled,BASE_5E_Genuine,BASE_5E_Kind,BASE_5E_Consistent,BASE_5E_Capable,BASE_5E_Moral,BASE_5E_Authentic,BASE_5E_Considerate,PUSH_RATE_E_Reliable,PUSH_RATE_E_Competent,PUSH_RATE_E_Ethical,PUSH_RATE_E_Transparent,PUSH_RATE_E_Benevolent,PUSH_RATE_E_Dependable,PUSH_RATE_E_Skilled,PUSH_RATE_E_Principled,PUSH_RATE_E_Genuine,PUSH_RATE_E_Kind,PUSH_RATE_E_Consistent,PUSH_RATE_E_Capable,PUSH_RATE_E_Moral,PUSH_RATE_E_Authentic,PUSH_RATE_E_Considerate,BASE_2C_Reliable,BASE_2C_Competent,BASE_2C_Ethical,BASE_2C_Transparent,BASE_2C_Benevolent,BASE_2C_Dependable,BASE_2C_Skilled,BASE_2C_Principled,BASE_2C_Genuine,BASE_2C_Kind,BASE_2C_Consistent,BASE_2C_Capable,BASE_2C_Moral,BASE_2C_Authentic,BASE_2C_Considerate,BASE_3C_Reliable,BASE_3C_Competent,BASE_3C_Ethical,BASE_3C_Transparent,BASE_3C_Benevolent,BASE_3C_Dependable,BASE_3C_Skilled,BASE_3C_Principled,BASE_3C_Genuine,BASE_3C_Kind,BASE_3C_Consistent,BASE_3C_Capable,BASE_3C_Moral,BASE_3C_Authentic,BASE_3C_Considerate,BASE_4C_Reliable,BASE_4C_Competent,BASE_4C_Ethical,BASE_4C_Transparent,BASE_4C_Benevolent,BASE_4C_Dependable,BASE_4C_Skilled,BASE_4C_Principled,BASE_4C_Genuine,BASE_4C_Kind,BASE_4C_Consistent,BASE_4C_Capable,BASE_4C_Moral,BASE_4C_Authentic,BASE_4C_Considerate,BASE_5C_Reliable,BASE_5C_Competent,BASE_5C_Ethical,BASE_5C_Transparent,BASE_5C_Benevolent,BASE_5C_Dependable,BASE_5C_Skilled,BASE_5C_Principled,BASE_5C_Genuine,BASE_5C_Kind,BASE_5C_Consistent,BASE_5C_Capable,BASE_5C_Moral,BASE_5C_Authentic,BASE_5C_Considerate,PUSH_RATE_C_Reliable,PUSH_RATE_C_Competent,PUSH_RATE_C_Ethical,PUSH_RATE_C_Transparent,PUSH_RATE_C_Benevolent,PUSH_RATE_C_Dependable,PUSH_RATE_C_Skilled,PUSH_RATE_C_Principled,PUSH_RATE_C_Genuine,PUSH_RATE_C_Kind,PUSH_RATE_C_Consistent,PUSH_RATE_C_Capable,PUSH_RATE_C_Moral,PUSH_RATE_C_Authentic,PUSH_RATE_C_Considerate,Knowledge,Experience,exclude,COMMENTS,ParticipantID,Prolific,Agent,Agent_plural,Push_Direction,T,Scenario1,T_Scenario,PushText,B,Scenario2,B_Scenario,Scenario3,Scenario4,Scenario5,R,R_Scenario,E,E_Scenario,C,C_Scenario,FL_621_DO,FL_7_DO,FL_239_DO,FL_419_DO,FL_175_DO,FL_192_DO,FL_221_DO,FL_685_DO,FL_977_DO,FL_745_DO,FL_749_DO,FL_806_DO,FL_863_DO,FL_920_DO
5/7/25 10:26,5/7/25 10:33,IP Address,100,401,TRUE,5/7/25 10:33,R_7mF4ve5vTpUq64X,anonymous,EN,1,I would expect a team of firemen to come because the building is likely on fire and needs to be put out,6,7,7,7,7,7,7,7,7,7,6,7,6,7,6,1,7,7,7,7,6,7,7,6,6,6,7,7,6,7,6,1,0,1,1,1,7,7,7,7,7,6,7,6,6,7,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,5,7,5,5,6,6,6,4,6,6,6,7,6,7,7,6,7,6,7,6,7,7,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,5,7,6,6,5,7,7,5,5,6,7,7,,,,,,,,,,,,,,,,6,7,6,7,7,6,6,7,7,7,6,6,7,7,7,,,,,,,,,,,,,,,,5,6,6,6,7,5,6,6,6,6,5,6,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,7,6,7,6,7,7,6,7,7,7,7,5,6,N,No,263439,66ba8f0ec4dbbfca0c5fb393,dog,dogs,UP,USED,USED,1,"<p></p><p></p><p>Now the dog follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,2,USED,USED,USED,USED,5,USED,4,USED,3,FL_622,FL_17,FL_240,FL_422|FL_421|FL_420|FL_682|FL_423,FL_183,FL_644,FL_231,FL_692,,,,,,
5/7/25 10:27,5/7/25 10:34,IP Address,100,382,TRUE,5/7/25 10:34,R_7R2PhzyGihUDG8B,anonymous,EN,0.800000012,I would expect firefighters to come because the building likely is on fire,6,6,5,4,4,6,6,4,5,4,6,6,4,5,5,1,7,7,5,4,4,6,6,4,5,4,6,6,4,5,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,4,5,6,4,5,6,6,7,4,5,5,,,,,,,,,,,,,,,,1,1,1,1,7,7,5,4,4,6,6,4,7,6,6,7,5,5,6,,,,,,,,,,,,,,,,6,6,5,4,4,6,6,4,5,4,6,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,4,4,7,7,4,5,4,7,7,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,4,4,6,6,5,4,4,5,6,4,5,4,6,6,4,4,4,6,7,4,5,4,6,6,4,5,5,6,6,4,4,5,6,6,4,5,5,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,5,7,6,4,5,6,7,6,4,5,6,5,5,N,,168846,5a98d411f05361000171ebe7,dog,dogs,UP,USED,USED,1,"<p></p><p></p><p>Now the dog follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,4,USED,USED,USED,USED,3,USED,5,USED,2,FL_622,FL_17,FL_240,FL_422|FL_420|FL_421|FL_682|FL_423,FL_189,FL_199,FL_656,FL_689,,,,,,
5/7/25 10:28,5/7/25 10:35,IP Address,100,408,TRUE,5/7/25 10:35,R_523D45aAaM8RVNy,anonymous,EN,1,I would expect a fireman would be coming next,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,1,1,1,1,1,7,7,7,7,7,7,5,7,7,7,7,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,6,6,6,6,6,4,6,5,5,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,7,6,6,5,6,7,5,6,6,,,N,,349935,62349dcdec7c3f8e7e1bc90b,person,people,UP,USED,USED,1,"<p></p><p></p><p>Now the person follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,2,USED,USED,USED,USED,5,USED,4,USED,3,FL_624,FL_17,FL_240,FL_420|FL_682|FL_421|FL_422|FL_423,FL_183,FL_644,FL_231,FL_692,,,,,,
5/7/25 10:26,5/7/25 10:35,IP Address,100,539,TRUE,5/7/25 10:35,R_3rkcAMpG2jfgfTC,anonymous,EN,1,No because there could be a fire. ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,N,,554382,6779cd235e575cd0fcbc97ce,dog,dogs,UP,USED,USED,1,"<p></p><p></p><p>Now the dog follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,5,USED,USED,USED,USED,4,USED,3,USED,2,FL_622,FL_17,FL_240,FL_421|FL_420|FL_682|FL_422|FL_423,FL_634,FL_202,FL_228,FL_689,,,,,,
5/7/25 10:28,5/7/25 10:35,IP Address,100,420,TRUE,5/7/25 10:35,R_1Z0M4dbDhErTNS1,anonymous,EN,1,a fire caused,7,7,7,7,7,7,7,7,6,6,7,7,6,6,6,1,5,6,5,5,5,5,4,5,5,4,5,5,5,5,5,1,1,1,1,1,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,5,5,6,5,5,5,5,5,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,4,3,N,nope thanks!,581222,5bb58e338f3bd70001e5df57,robot,robots,DOWN,USED,USED,1,"<p></p><p></p><p>Now the robot follows the airport’s selection procedures and alerts when a passenger should be patted down but does not use different alerts for different selection criteria.
</p>",USED,USED,3,USED,USED,USED,USED,4,USED,2,USED,5,FL_623,FL_424,,,,,,,FL_978,FL_803|FL_917|FL_746|FL_860|FL_974,FL_756,FL_816,FL_867,FL_933
5/7/25 10:28,5/7/25 10:36,IP Address,100,475,TRUE,5/7/25 10:36,R_7ZQGssK5Umdyhbz,anonymous,EN,1,fire fighters because the building is on fire,,,,,,,,,,,,,,,,,6,5,-1,-1,-1,6,4,-1,-1,-1,6,6,-1,-1,-1,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,-1,-1,-1,5,5,-1,-1,-1,6,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,-1,-1,5,7,6,-1,6,7,7,7,-1,-1,6,,,,,,,,,,,,,,,,6,6,-1,-1,-1,5,6,-1,-1,6,4,6,-1,-1,-1,,,,,,,,,,,,,,,,4,4,-1,-1,-1,5,5,-1,-1,-1,5,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,-1,-1,-1,4,5,-1,-1,-1,5,5,-1,-1,-1,6,6,-1,-1,-1,7,6,-1,-1,7,6,6,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,-1,-1,-1,6,6,-1,-1,7,6,6,-1,-1,-1,5,6,N,,24102,672262e97fb3bf8a0201565b,dog,dogs,DOWN,USED,,5,"<p></p><p>Now the dog correctly identifies most cases of skin disease but does not use different alerts for different types of skin diseases.
 </p>",USED,USED,,USED,USED,USED,USED,4,USED,3,USED,2,FL_622,FL_424,,,,,,,FL_990,FL_803|FL_917|FL_860|FL_746|FL_974,,FL_816,FL_870,FL_924
5/7/25 10:27,5/7/25 10:36,IP Address,100,562,TRUE,5/7/25 10:36,R_5O2OBk3AisJrn5K,anonymous,EN,1,I would expect fire fighters to come to the building because it's possible there is a fire. ,6,6,5,5,5,6,6,5,5,5,5,6,5,5,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,6,6,6,5,6,6,6,6,6,5,6,1,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,7,7,7,6,7,6,7,7,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,7,7,7,6,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,,,N,no,615198,66196025cdd89ad566b0bf55,person,people,UP,USED,USED,1,"<p></p><p></p><p>Now the person follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,5,USED,USED,USED,USED,3,USED,2,USED,4,FL_624,FL_17,FL_240,FL_422|FL_682|FL_421|FL_420|FL_423,FL_634,FL_199,FL_225,FL_695,,,,,,
5/7/25 10:26,5/7/25 10:36,IP Address,100,583,TRUE,5/7/25 10:36,R_1tnbGjC8eudQwiK,anonymous,EN,1,The fire department because there may be a fire in the building.,7,-1,-1,-1,-1,7,7,-1,-1,-1,7,7,-1,-1,-1,1,6,-1,-1,-1,-1,6,6,-1,-1,-1,6,-1,-1,-1,-1,1,0,0,1,0,7,-1,-1,-1,-1,7,-1,-1,-1,7,7,7,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,-1,-1,-1,-1,7,7,-1,-1,7,7,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-1,-1,-1,-1,7,7,-1,-1,7,7,-1,-1,-1,-1,,,,,,,,,,,,,,,,6,-1,-1,-1,-1,6,7,-1,-1,7,4,-1,-1,-1,-1,,,,,,,,,,,,,,,,7,-1,-1,-1,-1,7,7,-1,-1,-1,7,7,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-1,-1,-1,-1,7,7,-1,-1,-1,-1,7,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-1,-1,-1,-1,7,-1,-1,-1,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,5,7,N,it was interesting to take part in. Thank you for the opportunity.,666909,615914a33224dc31f1045612,dog,dogs,DOWN,USED,USED,1,"<p></p><p></p><p>Now the dog follows the airport’s selection procedures and alerts when a passenger should be patted down but does not use different alerts for different selection criteria.
</p>",USED,USED,2,USED,USED,USED,USED,4,USED,3,USED,5,FL_622,FL_424,,,,,,,FL_978,FL_860|FL_917|FL_746|FL_803|FL_974,FL_753,FL_816,FL_870,FL_933
5/7/25 10:28,5/7/25 10:37,IP Address,100,501,TRUE,5/7/25 10:37,R_2CQI13RDbjKwyFm,anonymous,EN,1,The fire brigade as the building may be on fire,7,7,6,7,7,7,7,7,7,6,7,7,6,7,7,1,7,7,6,7,7,7,7,7,7,6,7,7,6,7,7,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,7,6,6,7,7,7,6,7,6,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,,,N,,844273,56c5c6489b720300057af888,person,people,UP,USED,USED,1,"<p></p><p></p><p>Now the person follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,5,USED,USED,USED,USED,3,USED,2,USED,4,FL_624,FL_17,FL_240,FL_682|FL_422|FL_420|FL_421|FL_423,FL_634,FL_199,FL_225,FL_695,,,,,,
5/7/25 10:26,5/7/25 10:37,IP Address,100,637,TRUE,5/7/25 10:37,R_8zDeQkD4NMTvuWV,anonymous,EN,1,I'd expect fire fighters to arrive and attempt to extinguish the fire,7,7,-1,7,-1,7,-1,7,-1,-1,7,7,-1,-1,-1,1,7,7,7,7,-1,7,-1,-1,-1,-1,7,7,-1,-1,-1,1,1,1,1,0,,,,,,,,,,,,,,,,7,7,-1,-1,-1,7,7,-1,-1,-1,7,7,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,7,7,7,7,7,7,7,-1,-1,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,-1,5,6,5,5,6,6,6,6,-1,6,6,,,,,,,,,,,,,,,,7,7,6,6,6,7,7,7,6,6,7,7,6,6,7,7,7,7,-1,7,7,7,7,7,7,7,7,-1,-1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,-1,6,6,6,6,-1,6,-1,6,6,-1,6,6,7,6,6,-1,6,7,7,6,6,-1,7,7,-1,6,-1,,,N,"I found this difficult to contribute meaningfully to, as many of the attributes such as kindness are so difficult to judge. I tried my best and hope it is useful.",725667,669677d986a5a20026bbf20e,person,people,UP,USED,USED,1,"<p></p><p></p><p>Now the person follows the airport’s selection procedures and alerts when a passenger should be patted down and, in addition, uses different alerts for different selection criteria.</p>",USED,USED,3,USED,USED,USED,USED,4,USED,2,USED,5,FL_624,FL_17,FL_240,FL_421|FL_682|FL_420|FL_422|FL_423,FL_186,FL_202,FL_225,FL_698,,,,,,
5/7/25 10:26,5/7/25 10:37,IP Address,100,629,TRUE,5/7/25 10:37,R_2LZ1HsenNvSY0Gz,anonymous,EN,1,Fireman because the house is probably on fire,7,7,3,3,0,7,6,0,4,0,7,7,0,6,0,1,3,3,0,0,0,3,2,0,0,0,2,1,0,-1,0,1,1,1,1,1,5,6,1,0,4,5,3,1,1,2,5,6,0,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,0,1,1,2,0,0,0,0,1,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,0,4,5,0,3,0,0,5,0,-1,1,1,1,0,0,0,0,1,2,0,0,1,2,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,0,2,6,2,3,1,4,4,3,2,-1,2,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,1,0,1,0,-1,0,,,,,,,,,,,,,,,,6,5,0,0,0,7,7,0,5,0,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,3,2,0,0,0,4,3,0,0,0,0,0,N,,951334,629382914e43b1736f2b1233@email.prolific.com,robot,robots,DOWN,USED,USED,1,"<p></p><p></p><p>Now the robot follows the airport’s selection procedures and alerts when a passenger should be patted down but does not use different alerts for different selection criteria.
</p>",USED,USED,2,USED,USED,USED,USED,5,USED,4,USED,3,FL_623,FL_424,,,,,,,FL_978,FL_917|FL_860|FL_746|FL_803|FL_974,FL_753,FL_819,FL_873,FL_927
